make_slug,make_name,model_name,source
plymouth,Plymouth,Voyager,snapshot
pontiac,Pontiac,6000,snapshot
pontiac,Pontiac,Acadian,snapshot
pontiac,Pontiac,Aztek,snapshot
pontiac,Pontiac,Bonneville,snapshot
pontiac,Pontiac,Catalina,snapshot
pontiac,Pontiac,Fiero,snapshot
pontiac,Pontiac,Firebird,snapshot
pontiac,Pontiac,Firefly,snapshot
pontiac,Pontiac,G3,snapshot
pontiac,Pontiac,G5,snapshot
pontiac,Pontiac,G6,snapshot
pontiac,Pontiac,G8,snapshot
pontiac,Pontiac,Grand AM,snapshot
pontiac,Pontiac,Grand Lemans,snapshot
pontiac,Pontiac,Grand Prix,snapshot
pontiac,Pontiac,GTO,snapshot
pontiac,Pontiac,J2000,snapshot
pontiac,Pontiac,Laurentian,snapshot
pontiac,Pontiac,Lemans,snapshot
pontiac,Pontiac,Matiz,snapshot
pontiac,Pontiac,Montana,snapshot
pontiac,Pontiac,Montana SV6,snapshot
pontiac,Pontiac,Parisienne,snapshot
pontiac,Pontiac,Phoenix,snapshot
pontiac,Pontiac,Pursuit,snapshot
pontiac,Pontiac,Safari,snapshot
pontiac,Pontiac,Solstice,snapshot
pontiac,Pontiac,Sunbird,snapshot
pontiac,Pontiac,Sunbird 2000,snapshot
pontiac,Pontiac,Sunburst,snapshot
pontiac,Pontiac,Sunfire,snapshot
pontiac,Pontiac,T1000,snapshot
pontiac,Pontiac,Tempest,snapshot
pontiac,Pontiac,Torrent,snapshot
pontiac,Pontiac,Trans Sport,snapshot
pontiac,Pontiac,Vibe,snapshot
pontiac,Pontiac,Wave,snapshot
porsche,Porsche,718 Boxster,snapshot
porsche,Porsche,718 Cayman,snapshot
porsche,Porsche,718 Spyder,snapshot
porsche,Porsche,911,snapshot
porsche,Porsche,918,snapshot
porsche,Porsche,924,snapshot
porsche,Porsche,928,snapshot
porsche,Porsche,944,snapshot
porsche,Porsche,968,snapshot
porsche,Porsche,Boxster,snapshot
porsche,Porsche,Cayenne,snapshot
porsche,Porsche,Cayman,snapshot
porsche,Porsche,Macan,snapshot
porsche,Porsche,Panamera,snapshot
porsche,Porsche,Taycan,snapshot
ram,RAM,1500,snapshot
ram,RAM,2500,snapshot
ram,RAM,3500,snapshot
ram,RAM,4000,snapshot
ram,RAM,4500,snapshot
ram,RAM,5500,snapshot
ram,RAM,Cargo Van,snapshot
ram,RAM,ProMaster 1500,snapshot
ram,RAM,ProMaster 2500,snapshot
ram,RAM,ProMaster 3500,snapshot
ram,RAM,Promaster City,snapshot
renault,Renault,18i,snapshot
renault,Renault,Alliance,snapshot
renault,Renault,Encore,snapshot
renault,Renault,Fuego,snapshot
renault,Renault,LeCar,snapshot
rivian,Rivian,EDV,snapshot
rivian,Rivian,R1S,snapshot
rivian,Rivian,R1T,snapshot
rivian,Rivian,RCV,snapshot
rolls_royce,Rolls Royce,Camargue,snapshot
rolls_royce,Rolls Royce,Corniche,snapshot
rolls_royce,Rolls Royce,Cullinan,snapshot
rolls_royce,Rolls Royce,Dawn,snapshot
rolls_royce,Rolls Royce,Flying Spur,snapshot
rolls_royce,Rolls Royce,Ghost,snapshot
rolls_royce,Rolls Royce,Park Ward,snapshot
rolls_royce,Rolls Royce,Phantom,snapshot
rolls_royce,Rolls Royce,Silver Dawn,snapshot
rolls_royce,Rolls Royce,Silver Seraph,snapshot
rolls_royce,Rolls Royce,Silver Spirit,snapshot
rolls_royce,Rolls Royce,Silver Spur,snapshot
rolls_royce,Rolls Royce,Spectre,snapshot
rolls_royce,Rolls Royce,Touring Limousine,snapshot
rolls_royce,Rolls Royce,Wraith,snapshot
saab,Saab,9-2X,snapshot
saab,Saab,9-3,snapshot
saab,Saab,9-4x,snapshot
saab,Saab,9-5,snapshot
saab,Saab,9-7X,snapshot
saab,Saab,900,snapshot
saab,Saab,9000,snapshot
saturn,Saturn,Astra,snapshot
saturn,Saturn,Aura,snapshot
saturn,Saturn,Ion,snapshot
saturn,Saturn,L200,snapshot
saturn,Saturn,L300,snapshot
saturn,Saturn,LS,snapshot
saturn,Saturn,LS1,snapshot
saturn,Saturn,LS2,snapshot
saturn,Saturn,LW1,snapshot
saturn,Saturn,LW2,snapshot
saturn,Saturn,LW200,snapshot
saturn,Saturn,LW300,snapshot
saturn,Saturn,Outlook,snapshot
saturn,Saturn,Relay,snapshot
saturn,Saturn,SC1,snapshot
saturn,Saturn,SC2,snapshot
saturn,Saturn,Sky,snapshot
saturn,Saturn,SL,snapshot
saturn,Saturn,SL1,snapshot
saturn,Saturn,SL2,snapshot
saturn,Saturn,SL3,snapshot
saturn,Saturn,SW1,snapshot
saturn,Saturn,SW2,snapshot
saturn,Saturn,Vue,snapshot
shelby,Shelby,Cobra,snapshot
shelby,Shelby,GT,snapshot
smart,Smart,EQ Fortwo,snapshot
smart,Smart,Fortwo,snapshot
smart,Smart,Fortwo Electric Drive,snapshot
smart,Smart,smart,snapshot
spyker,Spyker,C12,snapshot
spyker,Spyker,C8,snapshot
spyker,Spyker,D8/D12,snapshot
subaru,Subaru,Ascent,snapshot
subaru,Subaru,B9 Tribeca,snapshot
subaru,Subaru,Baja,snapshot
subaru,Subaru,Brat,snapshot
subaru,Subaru,BRZ,snapshot
subaru,Subaru,Crosstrek,snapshot
subaru,Subaru,DL,snapshot
subaru,Subaru,Forester,snapshot
subaru,Subaru,GL,snapshot
subaru,Subaru,GL-10,snapshot
subaru,Subaru,GLF,snapshot
subaru,Subaru,Impreza,snapshot
subaru,Subaru,Justy,snapshot
subaru,Subaru,Legacy,snapshot
subaru,Subaru,Loyale,snapshot
subaru,Subaru,Outback,snapshot
subaru,Subaru,RX,snapshot
subaru,Subaru,Solterra,snapshot
subaru,Subaru,Standard,snapshot
subaru,Subaru,SVX,snapshot
subaru,Subaru,Trailseeker,snapshot
subaru,Subaru,Uncharted,snapshot
subaru,Subaru,WRX,snapshot
subaru,Subaru,XT,snapshot
subaru,Subaru,XT6,snapshot
subaru,Subaru,XV CrossTrek,snapshot
suzuki,Suzuki,Aerio,snapshot
suzuki,Suzuki,Equator,snapshot
suzuki,Suzuki,Esteem,snapshot
suzuki,Suzuki,Forenza,snapshot
suzuki,Suzuki,Forsa,snapshot
suzuki,Suzuki,Grand Vitara,snapshot
suzuki,Suzuki,Grand Vitara XL-7,snapshot
suzuki,Suzuki,Kizashi,snapshot
suzuki,Suzuki,Reno,snapshot
suzuki,Suzuki,Samurai,snapshot
suzuki,Suzuki,Sidekick,snapshot
suzuki,Suzuki,Sidekick Sport,snapshot
suzuki,Suzuki,Swift,snapshot
suzuki,Suzuki,SX4,snapshot
suzuki,Suzuki,Verona,snapshot
suzuki,Suzuki,Vitara,snapshot
suzuki,Suzuki,X-90,snapshot
suzuki,Suzuki,XL7,snapshot
tesla,Tesla,Cybercab,snapshot
tesla,Tesla,Cybertruck,snapshot
tesla,Tesla,Model 3,snapshot
tesla,Tesla,Model S,snapshot
tesla,Tesla,Model X,snapshot
tesla,Tesla,Model Y,snapshot
tesla,Tesla,Roadster,snapshot
tesla,Tesla,Semi,snapshot
toyota,Toyota,4Runner,snapshot
toyota,Toyota,86,snapshot
toyota,Toyota,Avalon,snapshot
toyota,Toyota,bZ,snapshot
toyota,Toyota,bZ Woodland,snapshot
toyota,Toyota,bZ4X,snapshot
toyota,Toyota,C-HR,snapshot
toyota,Toyota,Camry,snapshot
toyota,Toyota,Camry Solara,snapshot
toyota,Toyota,Cargo Van,snapshot
toyota,Toyota,Celica,snapshot
toyota,Toyota,Corolla,snapshot
toyota,Toyota,Corolla Cross,snapshot
toyota,Toyota,COROLLA iM,snapshot
toyota,Toyota,Corolla Matrix,snapshot
toyota,Toyota,Corona,snapshot
toyota,Toyota,Cressida,snapshot
toyota,Toyota,Crown,snapshot
toyota,Toyota,Crown Signia,snapshot
toyota,Toyota,Echo,snapshot
toyota,Toyota,FCHV-adv,snapshot
toyota,Toyota,FJ Cruiser,snapshot
toyota,Toyota,GR Corolla,snapshot
toyota,Toyota,GR86,snapshot
toyota,Toyota,Grand Highlander,snapshot
toyota,Toyota,Highlander,snapshot
toyota,Toyota,Land Cruiser,snapshot
toyota,Toyota,Mirai,snapshot
toyota,Toyota,MR2,snapshot
toyota,Toyota,Paseo,snapshot
toyota,Toyota,Pick-Up,snapshot
toyota,Toyota,Previa,snapshot
toyota,Toyota,Prius,snapshot
toyota,Toyota,Prius C,snapshot
toyota,Toyota,Prius Prime (PHEV),snapshot
toyota,Toyota,Prius V,snapshot
toyota,Toyota,RAV4,snapshot
toyota,Toyota,RAV4 Prime (PHEV),snapshot
toyota,Toyota,Scion FR-S,snapshot
toyota,Toyota,Scion iA,snapshot
toyota,Toyota,Scion iM,snapshot
toyota,Toyota,Scion iQ,snapshot
toyota,Toyota,Scion tC,snapshot
toyota,Toyota,Scion xA,snapshot
toyota,Toyota,Scion xB,snapshot
toyota,Toyota,Scion xD,snapshot
toyota,Toyota,Sequoia,snapshot
toyota,Toyota,Sienna,snapshot
toyota,Toyota,Starlet,snapshot
toyota,Toyota,Supra,snapshot
toyota,Toyota,T100,snapshot
toyota,Toyota,Tacoma,snapshot
toyota,Toyota,Tercel,snapshot
toyota,Toyota,Tundra,snapshot
toyota,Toyota,Van,snapshot
toyota,Toyota,Venza,snapshot
toyota,Toyota,Yaris,snapshot
toyota,Toyota,Yaris iA,snapshot
triumph,Triumph,TR7,snapshot
triumph,Triumph,TR8,snapshot
volvo,Volvo,240 Series,snapshot
volvo,Volvo,260 Series,snapshot
volvo,Volvo,740 Series,snapshot
volvo,Volvo,760 Series,snapshot
volvo,Volvo,780 Series,snapshot
volvo,Volvo,850 Series,snapshot
volvo,Volvo,940 Series,snapshot
volvo,Volvo,960 Series,snapshot
volvo,Volvo,C30,snapshot
volvo,Volvo,C40,snapshot
volvo,Volvo,C70,snapshot
volvo,Volvo,C70 / C30,snapshot
volvo,Volvo,Cab Behind Engine,snapshot
volvo,Volvo,Cab Over Engine HT,snapshot
volvo,Volvo,Cab Over Engine LT,snapshot
volvo,Volvo,EC40,snapshot
volvo,Volvo,EX30,snapshot
volvo,Volvo,EX30 CC,snapshot
volvo,Volvo,EX40,snapshot
volvo,Volvo,EX60,snapshot
volvo,Volvo,EX90,snapshot
volvo,Volvo,F12 w/F7 Cab,snapshot
volvo,Volvo,F6 w/F7 Cab,snapshot
volvo,Volvo,S40,snapshot
volvo,Volvo,S60,snapshot
volvo,Volvo,S60 Cross Country,snapshot
volvo,Volvo,S70,snapshot
volvo,Volvo,S80,snapshot
volvo,Volvo,S90,snapshot
volvo,Volvo,V40,snapshot
volvo,Volvo,V50,snapshot
volvo,Volvo,V60,snapshot
volvo,Volvo,V60CC,snapshot
volvo,Volvo,V70,snapshot
volvo,Volvo,V90,snapshot
volvo,Volvo,V90CC,snapshot
volvo,Volvo,VS,snapshot
volvo,Volvo,VT,snapshot
volvo,Volvo,XC40,snapshot
volvo,Volvo,XC60,snapshot
volvo,Volvo,XC70,snapshot
volvo,Volvo,XC90,snapshot
yugo,Yugo,"102, GV",snapshot
yugo,Yugo,Yugo 45,snapshot
yugo,Yugo,Yugo 55,snapshot
yugo,Yugo,Yugo 65,snapshot
